249	Patient and System Factors Related to Missed Opportunities for Screening in an Electronic Medical Record-driven, Opt-out HIV Screening Program in the Emergency Department	28833779	Academic Emergency Medicine
250	Integrated personal health record use: association with parent-reported care experiences	22689872	Pediatrics
251	An assessment of data quality in a multi-site electronic medical record system in Haiti	26620698	International Journal of Medical Informatics
252	Identification of Dyslipidemic Patients Attending Primary Care Clinics Using Electronic Medical Record (EMR) Data from the Canadian Primary Care Sentinel Surveillance Network (CPCSSN) Database	28188559	Journal of Medical Systems
253	Cross-sectoral cancer care: views from patients and health care professionals regarding a personal electronic health record	26840784	European Journal of Cancer Care (English Language Edition)
254	Lessons on Data Collection and Curation From the NFL Injury Surveillance Program	31265352	Sports Health
255	Identifying patterns of non-communicable diseases in developed eastern coastal China: a longitudinal study of electronic health records from 12 public hospitals	28982812	BMJ Open
256	Impact of a Care Directives Activity Tab in the Electronic Health Record on Documentation of Advance Care Planning	27057820	Perm J
257	Development and Validation of Electronic Health Record-based Triggers to Detect Delays in Follow-up of Abnormal Lung Imaging Findings	25961634	Radiology
258	Personal health record reach in the Veterans Health Administration: a cross-sectional analysis	25498515	Journal of Medical Internet Research
259	Follow-Up Survey on Functionality of Nutrition Documentation and Ordering Nutrition Therapy in Currently Available Electronic Health Record Systems	26920644	Nutrition in Clinical Practice
260	Personal health record use for children and health care utilization: propensity score-matched cohort analysis	25656517	Journal of the American Medical Informatics Association
261	A framework for analyzing data from the electronic health record: verbal orders as a case in point	23130390	Joint Commission Journal on Quality and Patient Safety
262	Teaching residents screening, brief intervention, and referral to treatment (SBIRT) skills for alcohol use: Using chart-stimulated recall to assess curricular impact	26675123	Substance Abuse
263	Predicting 30-day readmissions with preadmission electronic health record data	25634089	Medical Care
264	Engaging primary care patients to use a patient-centered personal health record	25354405	Annals of Family Medicine
265	Secure access to patient's health records using SpeechXRays a mutli-channel biometrics platform for user authentication	28268840	Annu Int Conf IEEE Eng Med Biol Soc
266	Trends in Inpatient Admission Comorbidity and Electronic Health Data: Implications for Resident Workload Intensity	29578553	Journal of Hospital Medicine
267	Impact of an Electronic Health Record (EHR) Reminder on Human Papillomavirus (HPV) Vaccine Initiation and Timely Completion	25957365	Journal of the American Board of Family Medicine
268	Personal health record use and association with immunizations and well-child care visits recommendations	24120019	Journal of Pediatrics
269	Changes to Workflow and Process Measures in the PICU During Transition From Semi to Full Electronic Health Record	26237655	Pediatric Critical Care Medicine
270	Predicting Suicidal Behavior From Longitudinal Electronic Health Records	27609239	American Journal of Psychiatry
271	Implementation of data management and effect on chronic disease coding in a primary care organisation: A parallel cohort observational study	28059692	J Innov Health Inform
272	Electronic health records, clinical decision support, and blood pressure control	21902448	American Journal of Managed Care
273	An evaluation of the impact of missing deaths on overall survival analyses of advanced non-small cell lung cancer patients conducted in an electronic health records database	30873729	Pharmacoepidemiology and Drug Safety
274	Use of electronic health records for early detection of high-cost, low back pain patients	26291127	Pain Res Manag
275	Quality Outcomes in the Surgical Intensive Care Unit after Electronic Health Record Implementation	26767058	Applied Clinical Informatics
276	A richly interactive exploratory data analysis and visualization tool using electronic medical records	26563282	BMC Medical Informatics and Decision Making
277	Two years of unintended consequences: introducing an electronic health record system in a hospice in Scotland	27602553	Journal of Clinical Nursing
278	Prescription opioids are associated with higher mortality in patients diagnosed with sepsis: A retrospective cohort study using electronic health records	29293575	PloS One
279	Electronic health record phenotype in subjects with genetic variants associated with arrhythmogenic right ventricular cardiomyopathy: a study of 30,716 subjects with exome sequencing	28471438	Genetics in Medicine
280	Using electronic health record data for substance use Screening, Brief Intervention, and Referral to Treatment among adults with type 2 diabetes: Design of a National Drug Abuse Treatment Clinical Trials Network study	26563446	Contemporary Clinical Trials
281	Requirements and access needs of patients with chronic disease to their hospital electronic health record: results of a cross-sectional questionnaire survey	27742623	BMJ Open
282	Risk stratification using data from electronic medical records better predicts suicide risks than clinician assessments	24628849	BMC Psychiatry
283	Using electronic health records to conduct children's health insurance surveillance	24249814	Pediatrics
